,satisfaction_level,number_project,average_montly_hours,time_spend_company,Work_accident,left,salary
773,0.42,2,159,3,0,1,2
774,0.38,2,152,3,0,1,0
775,0.39,2,158,3,0,1,1
776,0.1,6,254,5,0,1,2
777,0.11,6,294,4,0,1,2
778,0.1,7,269,4,0,1,2
779,0.11,7,247,4,0,1,2
780,0.44,3,271,4,0,1,1
781,0.91,4,232,5,0,1,1
782,0.72,4,245,5,0,1,1
783,0.36,2,132,3,0,1,1
784,0.44,2,131,3,0,1,1
785,0.85,5,248,5,0,1,1
786,0.78,5,225,5,0,1,1
787,0.39,2,156,3,0,1,1
788,0.78,3,222,2,0,1,1
789,0.1,6,243,4,1,1,1
790,0.23,4,204,4,1,1,1
791,0.11,6,301,4,0,1,1
792,0.9,5,259,5,0,1,1
793,0.91,4,247,5,0,1,1
794,0.11,7,295,4,0,1,1
795,0.43,2,150,3,0,1,1
796,0.45,2,151,3,0,1,1
797,0.11,5,291,4,0,1,1
798,0.11,6,253,4,1,1,1
799,0.43,2,161,3,0,1,1
800,0.91,4,251,6,0,1,1
801,0.43,2,153,3,0,1,2
802,0.85,5,264,6,0,1,2
803,0.1,6,310,4,0,1,2
804,0.81,5,266,5,0,1,2
805,0.36,4,237,2,0,1,2
806,0.45,2,138,3,0,1,2
807,0.86,5,227,5,0,1,2
808,0.71,4,300,5,0,1,2
809,0.11,7,310,4,0,1,2
810,0.84,5,236,5,0,1,2
811,0.09,7,288,4,0,1,2
812,0.38,2,127,3,0,1,2
813,0.15,6,139,4,0,1,0
814,0.1,7,253,4,1,1,1
815,0.8,4,218,5,1,1,2
816,0.84,5,251,5,0,1,2
817,0.11,6,264,4,0,1,2
818,0.89,3,149,2,0,1,2
819,0.45,2,138,3,0,1,1
820,0.11,7,284,4,0,1,1
821,0.74,5,244,5,0,1,1
822,0.41,2,128,3,0,1,1
823,0.44,2,154,3,0,1,1
824,0.37,2,138,3,0,1,1
825,0.11,6,308,4,0,1,1
826,0.1,6,269,4,0,1,1
827,0.7,6,136,3,0,1,1
828,0.59,2,160,5,0,1,1
829,0.38,2,138,3,0,1,1
830,0.72,4,220,5,0,1,1
831,0.73,5,274,5,0,1,1
832,0.39,2,161,3,0,1,1
833,0.89,5,224,6,0,1,1
834,0.89,4,260,5,0,1,1
835,0.11,6,300,4,1,1,1
836,0.43,2,133,3,0,1,1
837,0.09,6,308,4,0,1,1
838,0.81,5,238,6,0,1,1
839,0.37,2,126,3,0,1,1
840,0.36,2,138,3,0,1,2
841,0.11,6,299,4,0,1,2
842,0.1,6,254,4,0,1,2
843,0.66,7,156,2,0,1,2
844,0.39,2,152,3,0,1,2
845,0.44,2,146,3,0,1,2
846,0.1,6,253,4,0,1,2
847,0.79,5,227,6,0,1,2
848,0.1,6,301,4,1,1,2
849,0.54,6,294,3,0,1,2
850,0.37,2,151,3,0,1,2
851,0.37,2,128,3,0,1,2
852,0.82,5,217,5,0,1,0
853,0.45,2,160,3,0,1,1
854,0.79,5,263,5,0,1,2
855,0.42,2,156,3,0,1,2
856,0.1,6,273,4,0,1,2
857,0.11,6,303,4,0,1,2
858,0.74,4,253,5,0,1,1
859,0.1,6,270,4,0,1,1
860,0.79,4,218,5,0,1,1
861,0.43,2,144,3,0,1,1
862,0.41,2,154,3,0,1,1
863,0.39,2,146,3,0,1,1
864,0.1,6,260,4,0,1,1
865,0.82,5,218,5,0,1,1
866,0.41,2,128,3,0,1,1
867,0.42,2,128,3,0,1,1
868,0.74,4,248,6,0,1,1
869,0.38,2,152,3,1,1,1
870,0.39,2,126,3,0,1,1
871,0.87,4,260,5,0,1,1
872,0.1,5,263,4,0,1,1
873,0.78,5,220,5,0,1,1
874,0.14,7,282,5,0,1,1
875,0.11,6,277,5,0,1,1
876,0.91,5,257,5,0,1,1
877,0.49,6,265,3,0,1,1
878,0.38,2,143,3,0,1,1
879,0.82,5,263,5,0,1,2
880,0.38,3,154,4,0,1,2
881,0.89,5,253,5,0,1,2
882,0.11,6,294,4,0,1,2
883,0.37,2,128,3,0,1,2
884,0.38,2,153,3,0,1,2
885,0.78,5,256,5,0,1,2
886,0.41,2,127,3,0,1,2
887,0.41,2,137,3,0,1,2
888,0.11,6,295,4,0,1,2
889,0.11,6,281,4,0,1,2
890,0.43,2,131,3,1,1,2
891,0.75,5,237,5,0,1,0
892,0.74,4,276,5,0,1,1
893,0.85,5,267,5,0,1,2
894,0.73,5,266,5,0,1,2
895,0.1,6,294,4,0,1,2
896,0.44,2,134,3,0,1,2
897,0.3,3,309,4,1,1,1
898,0.11,7,273,4,0,1,1
899,0.84,5,238,5,0,1,1
900,0.78,5,271,6,0,1,1
901,0.43,2,145,3,0,1,1
902,0.36,2,152,3,0,1,1
903,0.43,2,128,3,0,1,1
904,0.45,2,142,3,0,1,1
905,0.76,5,238,5,0,1,1
906,0.1,7,286,4,0,1,1
907,0.09,6,291,4,0,1,1
908,0.92,5,259,5,0,1,1
909,0.92,5,248,5,0,1,1
910,0.79,4,271,5,0,1,1
911,0.43,2,140,3,0,1,1
912,0.8,4,274,5,0,1,1
913,0.44,2,127,3,1,1,1
914,0.89,5,275,6,0,1,1
915,0.48,3,239,3,0,1,1
916,0.11,6,304,4,1,1,1
917,0.38,2,145,3,0,1,1
918,0.11,6,259,4,0,1,2
919,0.82,4,264,5,0,1,2
920,0.37,2,160,3,0,1,2
921,0.4,2,138,3,0,1,2
922,0.43,2,137,3,0,1,2
923,0.44,2,156,3,0,1,2
924,0.42,2,147,3,0,1,2
925,0.11,7,243,4,0,1,2
926,0.78,4,236,5,0,1,2
927,0.46,2,212,4,0,1,2
928,0.77,5,261,6,0,1,2
929,0.83,4,243,5,0,1,2
930,0.32,5,271,5,0,1,0
931,0.9,5,154,4,0,1,1
932,0.42,2,151,3,0,1,2
933,0.1,6,254,4,1,1,2
934,0.1,6,285,4,0,1,2
935,0.44,2,130,3,0,1,2
936,0.1,7,301,4,0,1,1
937,0.11,6,286,4,0,1,1
938,0.1,6,246,4,0,1,1
939,0.39,2,135,3,0,1,1
940,0.92,4,245,5,0,1,1
941,0.43,2,136,3,0,1,1
942,0.11,6,301,4,0,1,1
943,0.81,5,235,5,0,1,1
944,0.11,7,272,4,0,1,1
945,0.87,5,274,5,0,1,1
946,0.37,2,131,3,0,1,1
947,0.39,2,135,3,0,1,1
948,0.61,4,196,4,0,1,1
949,0.11,6,285,4,0,1,1
950,0.09,7,289,5,0,1,1
951,0.36,2,157,3,0,1,1
952,0.09,6,308,4,0,1,1
953,0.41,4,301,5,0,1,1
954,0.4,2,131,3,0,1,1
955,0.1,6,262,5,1,1,1
956,0.46,2,143,3,1,1,1
957,0.39,2,133,3,0,1,2
958,0.41,2,153,3,0,1,2
959,0.1,7,281,4,0,1,2
960,0.39,2,132,3,0,1,2
961,0.73,5,270,5,1,1,2
962,0.41,2,150,3,0,1,2
963,0.37,2,140,3,0,1,2
964,0.38,2,150,3,1,1,2
965,0.8,5,180,5,0,1,2
966,0.09,5,281,4,0,1,2
967,0.85,4,275,5,0,1,2
968,0.42,2,130,3,0,1,2
969,0.41,2,130,3,0,1,0
970,0.38,2,147,3,0,1,1
971,0.72,5,264,5,0,1,2
972,0.11,6,290,5,0,1,2
973,0.37,2,150,3,0,1,2
974,0.1,6,304,4,0,1,2
975,0.36,2,136,3,0,1,1
976,0.92,5,307,5,0,1,1
977,0.11,5,303,4,0,1,1
978,0.39,2,156,3,0,1,1
979,0.11,6,271,4,0,1,1
980,0.45,2,140,3,0,1,1
981,0.44,2,130,3,1,1,1
982,0.85,4,266,6,0,1,1
983,0.43,2,139,3,0,1,1
984,0.75,5,260,5,0,1,1
985,0.11,2,137,3,1,1,1
986,0.36,2,158,3,0,1,1
987,0.1,6,249,4,0,1,1
988,0.74,5,259,5,0,1,1
989,0.4,2,144,3,0,1,1
990,0.09,6,244,4,0,1,1
991,0.76,4,219,5,0,1,1
992,0.45,2,151,3,0,1,1
993,0.84,4,269,5,0,1,1
994,0.38,2,127,3,0,1,1
995,0.38,2,144,3,0,1,1
996,0.38,2,157,3,0,1,2
997,0.86,5,224,5,0,1,2
998,0.37,2,155,3,0,1,2
999,0.37,2,131,3,0,1,2
1000,0.87,4,258,5,1,1,2
1001,0.11,6,267,4,0,1,2
1002,0.42,2,141,3,0,1,2
1003,0.43,2,160,3,0,1,2
1004,0.09,6,247,4,0,1,2
1005,0.54,4,260,3,0,1,2
1006,0.4,2,151,3,0,1,2
1007,0.36,2,137,3,1,1,2
1008,0.87,4,256,5,0,1,0
1009,0.75,4,239,5,0,1,1
1010,0.43,2,152,3,0,1,2
1011,0.43,2,149,3,0,1,2
1012,0.1,6,284,4,0,1,2
1013,0.11,7,248,4,0,1,2
1014,0.44,2,156,3,0,1,1
1015,0.39,2,138,3,0,1,1
1016,0.4,2,155,3,0,1,1
1017,0.92,4,229,6,0,1,1
1018,0.36,2,136,3,0,1,1
1019,0.86,4,241,5,0,1,1
1020,0.74,5,258,5,0,1,1
1021,0.8,3,146,5,0,1,1
1022,0.36,2,145,3,0,1,1
1023,0.42,2,159,3,0,1,1
1024,0.42,2,129,3,0,1,1
1025,0.4,2,142,3,0,1,1
1026,0.46,2,129,3,0,1,1
1027,0.09,6,287,4,0,1,1
1028,0.88,4,275,5,0,1,1
1029,0.1,6,272,4,0,1,1
1030,0.1,6,307,4,0,1,1
1031,0.11,4,295,3,0,1,1
1032,0.84,5,237,5,0,1,1
1033,0.42,2,158,3,0,1,1
1034,0.1,6,266,4,1,1,1
1035,0.1,6,256,4,0,1,2
1036,0.46,2,158,3,0,1,2
1037,0.09,7,268,4,0,1,2
1038,0.89,4,237,5,0,1,2
1039,0.82,4,273,6,0,1,2
1040,0.11,6,309,4,0,1,2
1041,0.81,5,258,5,0,1,2
1042,0.81,5,233,6,0,1,2
1043,0.77,4,249,6,0,1,2
1044,0.63,3,179,2,0,1,2
1045,0.4,2,128,3,0,1,2
1046,0.86,4,250,6,0,1,2
1047,0.37,2,151,3,0,1,0
1048,0.44,2,132,3,0,1,1
1049,0.74,5,232,6,0,1,2
1050,0.79,4,229,5,1,1,2
1051,0.09,6,261,4,0,1,2
1052,0.37,2,129,3,0,1,2
1053,0.09,6,244,4,0,1,1
1054,0.09,6,258,4,0,1,1
1055,0.1,7,292,5,0,1,1
1056,0.45,2,143,3,0,1,1
1057,0.4,2,136,3,0,1,1
1058,0.31,6,235,5,0,1,1
1059,0.7,2,310,3,0,1,1
1060,0.36,2,152,3,0,1,1
1061,0.34,6,157,5,1,1,1
1062,0.87,5,267,5,0,1,1
1063,0.11,6,302,4,0,1,1
1064,0.47,4,133,3,0,1,1
1065,0.43,2,142,3,0,1,1
1066,0.43,2,129,3,0,1,1
1067,0.45,2,136,3,0,1,1
1068,0.74,5,223,5,0,1,1
1069,0.1,6,244,4,1,1,1
1070,0.78,5,243,5,0,1,1
1071,0.9,5,275,3,0,1,1
1072,0.53,6,205,4,0,1,1
1073,0.45,2,154,3,0,1,1
1074,0.86,4,270,5,0,1,2
1075,0.74,4,267,5,0,1,2
1076,0.09,6,276,4,0,1,2
1077,0.8,5,244,5,0,1,2
1078,0.46,2,128,3,0,1,2
1079,0.86,5,269,6,0,1,2
1080,0.86,4,238,5,0,1,2
1081,0.9,4,269,5,0,1,2
1082,0.87,5,231,6,0,1,2
1083,0.83,4,267,5,0,1,2
1084,0.77,4,245,5,0,1,2
1085,0.77,4,272,5,0,1,2
1086,0.9,5,254,5,0,1,0
1087,0.73,4,273,5,0,1,1
1088,0.91,4,250,5,0,1,2
1089,0.36,2,133,3,0,1,2
1090,0.38,2,150,3,0,1,2
1091,0.44,2,157,3,0,1,2
1092,0.73,5,230,5,0,1,1
1093,0.89,5,260,5,0,1,1
1094,0.11,6,275,4,0,1,1
1095,0.1,7,308,4,0,1,1
1096,0.37,2,129,3,0,1,1
1097,0.38,2,134,3,0,1,1
1098,0.42,2,132,3,0,1,1
1099,0.44,2,153,3,0,1,1
1100,0.11,6,262,4,0,1,1
1101,0.09,7,262,4,0,1,1
1102,0.43,2,130,3,0,1,1
1103,0.38,2,156,3,0,1,1
1104,0.11,6,254,4,0,1,1
1105,0.37,2,130,3,0,1,1
1106,0.44,2,139,3,0,1,1
1107,0.72,5,269,5,0,1,1
1108,0.1,7,297,4,0,1,1
1109,0.73,5,249,5,0,1,1
1110,0.09,7,267,4,0,1,1
1111,0.44,2,149,3,0,1,1
1112,0.09,6,251,4,0,1,1
1113,0.1,6,306,4,0,1,2
1114,0.11,6,279,4,0,1,2
1115,0.42,2,131,3,0,1,2
1116,0.09,6,260,4,0,1,2
1117,0.72,5,249,5,0,1,2
1118,0.75,4,245,5,0,1,2
1119,0.44,2,138,3,0,1,2
1120,0.11,6,278,4,0,1,2
1121,0.38,2,147,3,0,1,2
1122,0.39,2,131,3,0,1,2
1123,0.1,7,301,4,0,1,2
1124,0.43,2,141,3,0,1,2
1125,0.39,2,158,3,0,1,0
1126,0.88,4,235,6,0,1,1
1127,0.1,7,261,4,0,1,2
1128,0.1,5,270,4,0,1,2
1129,0.11,6,290,4,0,1,2
1130,0.37,2,149,3,0,1,2
1131,0.37,2,160,3,0,1,1
1132,0.77,4,150,4,0,1,1
1133,0.91,5,218,6,0,1,1
1134,0.46,2,155,3,0,1,1
1135,0.11,6,291,4,0,1,1
1136,0.86,5,265,5,0,1,1
1137,0.87,5,262,6,0,1,1
1138,0.09,6,303,5,0,1,1
1139,0.42,2,132,3,0,1,1
1140,0.82,4,245,5,1,1,1
1141,0.46,2,129,3,0,1,1
1142,0.88,5,226,6,0,1,1
1143,0.1,6,286,4,0,1,1
1144,0.43,2,140,3,0,1,1
1145,0.37,2,153,3,0,1,1
1146,0.8,5,217,5,0,1,1
1147,0.83,5,258,5,0,1,1
1148,0.39,2,156,3,0,1,1
1149,0.77,5,255,5,0,1,1
1150,0.43,2,129,3,0,1,1
1151,0.79,4,234,5,0,1,1
1152,0.39,2,152,3,1,1,2
1153,0.1,7,300,4,0,1,2
1154,0.39,2,131,3,0,1,2
1155,0.11,6,301,4,0,1,2
1156,0.4,2,156,3,0,1,2
1157,0.42,2,141,3,1,1,2
1158,0.57,4,219,2,1,1,2
1159,0.11,7,269,5,0,1,2
1160,0.36,4,276,2,0,1,2
1161,0.11,7,302,4,0,1,2
1162,0.35,6,281,2,0,1,2
1163,0.78,5,241,5,0,1,2
1164,0.11,7,288,4,0,1,0
1165,0.1,6,303,4,0,1,1
1166,0.42,2,135,3,0,1,2
1167,0.43,2,127,3,1,1,2
1168,0.79,5,245,5,0,1,2
1169,0.45,2,145,3,0,1,2
1170,0.09,6,248,4,0,1,1
1171,0.11,6,302,4,0,1,1
1172,0.45,2,144,3,0,1,1
1173,0.11,6,272,4,0,1,1
1174,0.09,6,294,4,0,1,1
1175,0.78,4,296,3,0,1,1
1176,0.38,2,151,3,1,1,1
1177,0.82,4,249,5,0,1,1
1178,0.85,4,221,5,0,1,1
1179,0.45,2,146,3,0,1,1
1180,0.77,5,243,5,0,1,1
1181,0.39,2,127,3,0,1,1
1182,0.91,4,245,5,0,1,1
1183,0.11,6,264,4,0,1,1
1184,0.46,2,143,3,0,1,1
1185,0.43,2,135,3,0,1,1
1186,0.11,6,262,4,1,1,1
1187,0.1,6,299,4,0,1,1
1188,0.09,5,279,4,0,1,1
1189,0.36,2,155,3,0,1,1
1190,0.11,6,264,4,0,1,1
1191,0.09,6,256,5,0,1,2
1192,0.44,2,129,3,0,1,2
1193,0.73,5,217,6,0,1,2
1194,0.21,7,203,5,0,1,2
1195,0.8,4,264,5,0,1,2
1196,0.37,2,159,3,0,1,2
1197,0.79,5,218,5,0,1,2
1198,0.09,6,298,4,0,1,2
1199,0.75,6,134,3,0,1,2
1200,0.83,5,263,5,0,1,2
1201,0.1,5,252,4,0,1,2
1202,0.44,2,136,3,0,1,2
1203,0.42,6,259,4,0,1,0
1204,0.43,2,158,3,0,1,1
1205,0.09,7,307,4,0,1,2
1206,0.44,2,152,3,0,1,2
1207,0.81,5,237,5,0,1,2
1208,0.1,7,284,4,0,1,2
1209,0.1,6,243,4,0,1,1
1210,0.11,6,268,4,0,1,1
1211,0.09,6,244,4,0,1,1
1212,0.75,5,262,5,0,1,1
1213,0.38,2,134,3,0,1,1
1214,0.09,7,278,4,0,1,1
1215,0.74,5,238,5,0,1,1
1216,0.44,2,127,3,0,1,1
1217,0.76,4,259,5,0,1,1
1218,0.42,2,146,3,0,1,1
1219,0.75,4,243,5,0,1,1
1220,0.36,2,137,3,0,1,1
1221,0.75,5,229,5,0,1,1
1222,0.4,2,134,3,0,1,1
1223,0.75,4,228,5,0,1,1
1224,0.09,6,301,4,0,1,1
1225,0.39,2,127,3,0,1,1
1226,0.4,2,142,3,0,1,1
1227,0.39,2,131,3,0,1,1
1228,0.1,7,310,5,0,1,1
1229,0.42,2,148,3,0,1,1
1230,0.37,2,143,3,0,1,2
1231,0.11,6,250,4,0,1,2
1232,0.09,7,265,4,0,1,2
1233,0.41,2,152,3,0,1,2
1234,0.42,2,145,3,0,1,2
1235,0.4,2,140,3,0,1,2
1236,0.36,2,129,3,0,1,2
1237,0.74,4,226,5,0,1,2
1238,0.66,5,269,5,0,1,2
1239,0.38,2,152,3,0,1,2
1240,0.43,2,132,3,0,1,2
1241,0.43,2,148,3,0,1,2
1242,0.1,6,297,5,0,1,0
1243,0.82,4,274,5,0,1,1
1244,0.1,6,280,4,0,1,2
1245,0.1,6,288,4,0,1,2
1246,0.43,2,155,3,0,1,2
1247,0.09,7,247,4,0,1,2
1248,0.41,2,138,3,0,1,1
1249,0.1,7,284,4,0,1,1
1250,0.88,4,225,5,0,1,1
1251,0.43,2,151,3,1,1,1
1252,0.42,2,155,3,0,1,1
1253,0.85,4,234,5,0,1,1
1254,0.38,2,144,3,0,1,1
1255,0.39,2,142,3,0,1,1
1256,0.41,2,126,3,0,1,1
1257,0.88,4,233,6,0,1,1
1258,0.78,4,241,5,0,1,1
1259,0.45,2,138,3,0,1,1
1260,0.09,6,260,4,1,1,1
1261,0.44,2,145,3,0,1,1
1262,0.11,6,252,4,0,1,1
1263,0.36,2,143,3,0,1,1
1264,0.86,4,270,5,0,1,1
1265,0.1,6,285,4,0,1,1
1266,0.45,2,149,3,0,1,1
1267,0.42,2,158,3,0,1,1
1268,0.36,2,134,3,0,1,1
1269,0.45,2,129,3,0,1,2
1270,0.38,2,131,3,0,1,2
1271,0.11,6,288,4,0,1,2
1272,0.45,2,142,3,0,1,2
1273,0.87,5,227,5,0,1,2
1274,0.45,2,131,3,0,1,2
1275,0.1,6,283,5,0,1,2
1276,0.44,2,139,3,0,1,2
1277,0.78,4,267,5,0,1,2
1278,0.38,2,148,3,0,1,2
1279,0.85,5,272,6,0,1,2
1280,0.36,2,148,3,1,1,2
1281,0.75,5,270,5,0,1,0
1282,0.81,4,218,5,1,1,1
1283,0.4,2,150,3,0,1,2
1284,0.83,5,260,5,0,1,2
1285,0.41,2,127,3,0,1,2
1286,0.42,2,134,3,0,1,2
1287,0.09,7,258,4,0,1,1
1288,0.87,5,304,5,0,1,1
1289,0.43,6,149,4,0,1,1
1290,0.39,2,139,3,0,1,1
1291,0.1,6,272,5,0,1,1
1292,0.41,2,132,3,0,1,1
1293,0.72,2,240,2,0,1,1
1294,0.44,2,137,3,0,1,1
1295,0.38,2,139,3,0,1,1
1296,0.46,2,148,3,0,1,1
1297,0.4,2,149,3,0,1,1
1298,0.45,2,131,3,0,1,1
1299,0.89,5,262,5,0,1,1
1300,0.1,7,284,4,0,1,1
1301,0.46,2,161,3,0,1,1
1302,0.09,7,290,4,0,1,1
1303,0.45,2,149,3,0,1,1
1304,0.89,4,242,6,0,1,1
1305,0.62,5,227,4,0,1,1
1306,0.11,6,276,4,0,1,1
1307,0.44,2,135,3,0,1,1
1308,0.09,6,266,4,0,1,2
1309,0.56,5,236,2,0,1,2
1310,0.77,4,270,5,0,1,2
1311,0.39,2,146,3,0,1,2
1312,0.1,5,272,4,0,1,2
1313,0.72,5,246,5,0,1,2
1314,0.4,2,136,3,0,1,2
1315,0.11,6,260,4,0,1,2
1316,0.88,5,247,5,0,1,2
1317,0.37,2,127,3,0,1,2
1318,0.11,6,267,4,0,1,2
1319,0.4,2,143,3,0,1,2
1320,0.1,6,306,4,0,1,0
1321,0.62,3,131,4,0,1,1
1322,0.78,4,249,5,0,1,2
1323,0.37,2,144,3,0,1,2
1324,0.76,4,254,5,1,1,2
1325,0.42,2,131,3,0,1,2
1326,0.1,6,272,4,0,1,1
1327,0.42,2,157,3,0,1,1
1328,0.1,7,301,4,0,1,1
1329,0.1,6,252,4,0,1,1
1330,0.42,2,130,3,0,1,1
1331,0.09,6,297,4,0,1,1
1332,0.1,6,248,4,0,1,1
1333,0.11,7,257,4,0,1,1
1334,0.44,2,147,3,0,1,1
1335,0.87,3,307,5,0,1,1
1336,0.44,2,154,3,0,1,1
1337,0.41,2,143,3,0,1,1
1338,0.51,4,134,3,0,1,1
1339,0.89,5,221,5,0,1,1
1340,0.1,6,275,4,0,1,1
1341,0.9,5,247,5,0,1,1
1342,0.36,2,131,3,0,1,1
1343,0.44,2,150,3,0,1,1
1344,0.39,2,150,3,0,1,1
1345,0.38,5,137,4,0,1,1
1346,0.73,4,223,6,0,1,1
1347,0.1,6,292,4,0,1,2
1348,0.89,5,130,4,1,1,2
1349,0.87,5,221,6,0,1,2
1350,0.84,4,245,5,1,1,2
1351,0.11,6,274,4,0,1,2
1352,0.74,5,248,5,0,1,2
1353,0.79,4,243,5,0,1,2
1354,0.1,7,273,4,0,1,2
1355,0.83,5,221,5,0,1,2
1356,0.1,6,271,4,0,1,2
1357,0.45,2,157,3,0,1,2
1358,0.29,2,249,4,0,1,2
1359,0.46,2,145,3,0,1,0
1360,0.11,6,262,5,0,1,1
1361,0.75,5,272,5,0,1,2
1362,0.4,2,129,3,0,1,2
1363,0.37,2,134,3,0,1,2
1364,0.41,2,147,3,0,1,2
1365,0.1,6,293,4,0,1,1
1366,0.39,2,129,3,0,1,1
1367,0.4,2,140,3,0,1,1
1368,0.41,2,132,3,0,1,1
1369,0.11,6,284,4,0,1,1
1370,0.74,5,263,5,0,1,1
1371,0.42,2,143,3,0,1,1
1372,0.88,4,265,5,0,1,1
1373,0.37,2,147,3,0,1,1
1374,0.78,4,253,5,0,1,1
1375,0.46,2,141,3,0,1,1
1376,0.74,5,222,6,0,1,1
1377,0.11,6,273,4,1,1,1
1378,0.8,5,240,6,0,1,1
1379,0.37,2,154,3,0,1,1
1380,0.87,4,253,6,0,1,1
1381,0.9,5,221,5,0,1,1
1382,0.1,6,263,4,0,1,1
1383,0.43,2,145,3,0,1,1
1384,0.11,6,279,4,0,1,1
1385,0.4,2,146,3,0,1,1
1386,0.09,7,270,4,0,1,2
1387,0.4,2,135,3,0,1,2
1388,0.14,5,236,3,0,1,2
1389,0.4,2,151,3,0,1,2
1390,0.11,6,244,4,1,1,2
1391,0.72,4,169,3,0,1,2
1392,0.39,2,157,3,0,1,2
1393,0.82,4,246,5,0,1,2
1394,0.41,2,142,3,0,1,2
1395,0.45,2,156,3,0,1,2
1396,0.2,6,281,5,0,1,2
1397,0.43,2,146,3,0,1,2
1398,0.39,2,156,3,0,1,0
1399,0.11,6,299,4,1,1,1
1400,0.45,2,136,3,0,1,2
1401,0.11,6,272,4,0,1,2
1402,0.84,5,240,5,0,1,2
1403,0.86,5,245,6,0,1,2
1404,0.79,5,269,5,0,1,1
1405,0.39,2,130,3,0,1,1
1406,0.15,4,257,3,0,1,1
1407,0.81,4,241,5,0,1,1
1408,0.39,2,136,3,0,1,1
1409,0.92,4,219,5,0,1,1
1410,0.9,5,271,5,0,1,1
1411,0.32,2,280,4,0,1,1
1412,0.46,2,140,3,0,1,1
1413,0.83,4,254,5,0,1,1
1414,0.39,2,131,3,0,1,1
1415,0.2,6,138,3,0,1,1
1416,0.11,6,295,4,0,1,1
1417,0.11,6,301,5,0,1,1
1418,0.1,7,296,4,0,1,1
1419,0.75,5,246,5,0,1,1
1420,0.44,2,145,3,0,1,1
1421,0.86,5,241,5,1,1,1
1422,0.1,6,269,4,0,1,1
1423,0.39,2,146,3,0,1,1
1424,0.45,2,149,3,0,1,1
1425,0.1,7,287,4,0,1,2
1426,0.36,2,138,3,0,1,2
1427,0.57,4,158,5,0,1,2
1428,0.09,6,266,4,0,1,2
1429,0.87,4,255,5,0,1,2
1430,0.43,2,156,3,0,1,2
1431,0.36,2,147,3,0,1,2
1432,0.91,5,265,5,1,1,2
1433,0.41,2,136,3,0,1,2
1434,0.37,2,140,3,0,1,2
1435,0.43,2,146,3,0,1,2
1436,0.43,2,142,3,0,1,2
1437,0.4,2,155,3,0,1,0
1438,0.1,7,285,4,0,1,1
1439,0.76,4,253,5,1,1,2
1440,0.82,4,248,5,0,1,2
1441,0.11,7,255,5,0,1,2
1442,0.43,2,154,3,1,1,2
1443,0.11,7,305,4,0,1,1
1444,0.41,2,141,3,0,1,1
1445,0.73,5,252,5,0,1,1
1446,0.37,2,157,3,0,1,1
1447,0.11,6,250,4,0,1,1
1448,0.46,2,131,3,0,1,1
1449,0.41,2,149,3,0,1,1
1450,0.78,4,260,5,0,1,1
1451,0.78,5,260,6,0,1,1
1452,0.72,5,251,5,0,1,1
1453,0.63,6,242,5,0,1,1
1454,0.55,6,136,3,0,1,1
1455,0.45,2,155,3,0,1,1
1456,0.39,2,155,3,0,1,1
1457,0.1,6,248,4,0,1,1
1458,0.4,2,136,3,0,1,1
1459,0.39,2,133,3,0,1,1
1460,0.78,4,128,2,0,1,1
1461,0.42,2,142,3,0,1,1
1462,0.39,2,149,3,0,1,1
1463,0.46,2,145,3,0,1,1
1464,0.1,6,279,4,0,1,2
1465,0.45,2,146,3,0,1,2
1466,0.1,6,264,4,1,1,2
1467,0.1,7,272,4,0,1,2
1468,0.78,5,256,5,0,1,2
1469,0.4,2,296,5,0,1,2
1470,0.45,2,155,3,1,1,2
1471,0.39,2,130,3,0,1,2
1472,0.43,2,157,3,0,1,2
1473,0.09,6,245,4,0,1,2
1474,0.79,5,226,5,0,1,2
1475,0.44,2,156,3,1,1,2
1476,0.79,5,228,5,0,1,0
1477,0.38,2,155,3,0,1,1
1478,0.36,2,159,3,0,1,2
1479,0.39,2,142,3,0,1,2
1480,0.09,6,271,4,0,1,2
1481,0.16,4,277,5,0,1,2
1482,0.09,6,310,4,0,1,1
1483,0.11,6,254,4,0,1,1
1484,0.44,2,142,3,0,1,1
1485,0.11,7,253,4,0,1,1
1486,0.11,6,260,4,0,1,1
1487,0.45,2,147,3,0,1,1
1488,0.1,7,288,4,0,1,1
1489,0.4,2,160,3,0,1,1
1490,0.38,2,130,3,0,1,1
1491,0.39,2,133,3,0,1,1
1492,0.38,2,160,3,0,1,1
1493,0.38,2,151,3,0,1,1
1494,0.17,3,188,4,0,1,1
1495,0.79,5,247,5,0,1,1
1496,0.1,7,259,4,0,1,1
1497,0.37,2,129,3,0,1,1
1498,0.42,2,152,3,0,1,1
1499,0.44,2,128,3,0,1,1
1500,0.11,6,253,4,0,1,1
1501,0.39,2,151,3,0,1,1
1502,0.1,5,271,5,0,1,1
1503,0.4,2,155,3,0,1,2
1504,0.86,5,245,5,0,1,2
1505,0.37,2,157,3,0,1,2
1506,0.4,2,160,3,0,1,2
1507,0.43,2,149,3,0,1,2
1508,0.88,5,248,5,0,1,2
1509,0.44,2,128,3,0,1,2
1510,0.87,4,224,5,0,1,2
1511,0.4,2,156,3,0,1,2
1512,0.45,2,143,3,0,1,2
1513,0.84,4,250,5,0,1,2
1514,0.1,3,179,3,0,1,2
1515,0.72,5,257,5,0,1,0
1516,0.4,2,127,3,0,1,1
1517,0.45,2,145,3,0,1,2
1518,0.89,5,274,5,0,1,2
